Client Name,Project Name,Decision Maker,Core Deliverables,Explicit Exclusions,Included Revision Rounds,Estimated Hours,Internal Cost per Hour,Contractor Costs,Software / Tooling Costs,Revision Buffer %,Overhead %,Target Margin %,Final Decision,Notes
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
